ref,name,is_councillor,month,service_area,deputy_directorate
14862360,Adams,1,01/11/2023,Environmental Services,Place
15478744,Adams,1,01/02/2024,Environmental Services,Place
14232700,Amaning,1,01/07/2023,Libraries and Communities,Place
14260789,Amaning,1,01/07/2023,Exchequer Services,Finance
14284344,Amaning,1,01/07/2023,Exchequer Services,Finance
14316832,Amaning,1,01/08/2023,Libraries and Communities,Place
14368140,Amaning,1,01/08/2023,Planning and Regulation,Place
14427444,Amaning,1,01/08/2023,Housing Services,Place
14433008,Amaning,1,01/08/2023,Housing Services,Place
14452660,Amaning,1,01/08/2023,Housing Services,Place
14735936,Amaning,1,01/10/2023,Housing Services,Place
14897816,Amaning,1,01/11/2023,Housing Services,Place
14934804,Amaning,1,01/12/2023,0-25 SEND,Educational Achievement & Inclusion
14971760,Amaning,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
15192248,Amaning,1,01/02/2024,Housing Services,Place
15341228,Amaning,1,01/03/2024,Housing Services,Place
15356884,Amaning,1,01/03/2024,Environmental Services,Place
15399544,Amaning,1,01/03/2024,Exchequer Services,Finance
15462220,Amaning,1,01/04/2024,Housing Services,Place
15539453,Amaning,1,01/04/2024,Exchequer Services,Finance
15555709,Amaning,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15588316,Amaning,1,01/04/2024,Housing Services,Place
15633956,Amaning,1,01/05/2024,Housing Services,Place
15635956,Amaning,1,01/05/2024,Housing Services,Place
15805040,Amaning,1,01/06/2024,Complaints and FOI Team,Finance
14285344,Asunramu,1,01/07/2023,Housing Services,Place
14759860,Asunramu,1,01/10/2023,0-25 SEND,Educational Achievement & Inclusion
15081048,Asunramu,1,01/01/2024,Housing Services,Place
15081748,Asunramu,1,01/01/2024,Housing Services,Place
15085248,Asunramu,1,01/01/2024,Environmental Services,Place
15094712,Asunramu,1,01/01/2024,Libraries and Communities,Place
15133004,Asunramu,1,01/01/2024,Housing Services,Place
15401144,Asunramu,1,01/03/2024,Planning and Regulation,Place
15574188,Asunramu,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15576888,Asunramu,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15761012,Asunramu,1,01/06/2024,Housing Services,Place
14873724,Bacon,1,01/11/2023,Parking Enforcement (Bexley and Bromley),Place
14885252,Bacon,1,01/11/2023,Housing Services,Place
15194648,Bacon,1,01/02/2024,"Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
14235400,Ball,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14259589,Ball,1,01/07/2023,Environmental Services,Place
14323696,Ball,1,01/08/2023,Environmental Services,Place
14416680,Ball,1,01/08/2023,Housing Services,Place
14416980,Ball,1,01/08/2023,Environmental Services,Place
14418780,Ball,1,01/08/2023,Housing Services,Place
14419580,Ball,1,01/08/2023,Housing Services,Place
14455960,Ball,1,01/08/2023,Housing Services,Place
14476020,Ball,1,01/09/2023,Strategic Planning,Place
14518300,Ball,1,01/09/2023,Housing Services,Place
14524832,Ball,1,01/09/2023,Housing Services,Place
14554980,Ball,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14562344,Ball,1,01/09/2023,Housing Services,Place
14570972,Ball,1,01/09/2023,Exchequer Services,Finance
14666805,Ball,1,01/10/2023,Leisure Parks and Open Spaces,Place
14693524,Ball,1,01/10/2023,Planning and Regulation,Place
14714448,Ball,1,01/10/2023,Housing Services,Place
14744232,Ball,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14763860,Ball,1,01/10/2023,Housing Services,Place
14791648,Ball,1,01/11/2023,Libraries and Communities,Place
14797812,Ball,1,01/11/2023,Environmental Services,Place
14889384,Ball,1,01/11/2023,Planning and Regulation,Place
14889687,Ball,1,01/11/2023,Planning and Regulation,Place
14934204,Ball,1,01/12/2023,Environmental Services,Place
14935704,Ball,1,01/12/2023,Environmental Services,Place
14967560,Ball,1,01/12/2023,Housing Services,Place
14982256,Ball,1,01/12/2023,Housing Services,Place
14991053,Ball,1,01/12/2023,Libraries and Communities,Place
15004548,Ball,1,01/12/2023,Housing Services,Place
15037636,Ball,1,01/01/2024,Environmental Services,Place
15134304,Ball,1,01/01/2024,Housing Services,Place
15146569,Ball,1,01/01/2024,Housing Services,Place
15148868,Ball,1,01/01/2024,Planning and Regulation,Place
15224600,Ball,1,01/02/2024,Leisure Parks and Open Spaces,Place
15315544,Ball,1,01/02/2024,Housing Services,Place
15336032,Ball,1,01/03/2024,Housing Services,Place
15369108,Ball,1,01/03/2024,Housing Services,Place
15370308,Ball,1,01/03/2024,Strategic Planning,Place
15372408,Ball,1,01/03/2024,Housing Services,Place
15377004,Ball,1,01/03/2024,Housing Services,Place
15377104,Ball,1,01/03/2024,Environmental Services,Place
15384560,Ball,1,01/03/2024,Planning and Regulation,Place
15396716,Ball,1,01/03/2024,Environmental Services,Place
15417264,Ball,1,01/03/2024,Exchequer Services,Finance
15417470,Ball,1,01/03/2024,Housing Services,Place
15480244,Ball,1,01/03/2024,Environmental Services,Place
15491600,Ball,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15509184,Ball,1,01/04/2024,Planning and Regulation,Place
15509385,Ball,1,01/04/2024,Leisure Parks and Open Spaces,Place
15535852,Ball,1,01/04/2024,Exchequer Services,Finance
15536052,Ball,1,01/04/2024,Housing Services,Place
15537752,Ball,1,01/04/2024,Strategic Planning,Place
15539652,Ball,1,01/04/2024,Housing Services,Place
15556608,Ball,1,01/04/2024,Exchequer Services,Finance
15615405,Ball,1,01/05/2024,"Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
15619432,Ball,1,01/05/2024,Housing Services,Place
15635456,Ball,1,01/05/2024,Environmental Services,Place
15646848,Ball,1,01/05/2024,Housing Services,Place
15649448,Ball,1,01/05/2024,Environmental Services,Place
15665224,Ball,1,01/05/2024,Housing Services,Place
15706648,Ball,1,01/06/2024,Planning and Regulation,Place
15729396,Ball,1,01/06/2024,Housing Services,Place
15739750,Ball,1,01/06/2024,Planning and Regulation,Place
15799084,Ball,1,01/06/2024,Housing Services,Place
14194884,Betts,1,01/07/2023,Housing Services,Place
14278180,Betts,1,01/07/2023,Environmental Services,Place
14485052,Betts,1,01/09/2023,Leisure Parks and Open Spaces,Place
14577204,Betts,1,01/09/2023,Environmental Services,Place
14628684,Betts,1,01/10/2023,Environmental Services,Place
14902648,Betts,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
15417064,Betts,1,01/03/2024,Housing Services,Place
15555208,Betts,1,01/04/2024,"Property, Assets and Facilities Management",Finance
14259188,Bishop,1,01/07/2023,Housing Services,Place
14277780,Bishop,1,01/07/2023,Environmental Services,Place
14414784,Bishop,1,01/08/2023,Environmental Services,Place
14438736,Bishop,1,01/08/2023,Leisure Parks and Open Spaces,Place
14463124,Bishop,1,01/08/2023,Planning and Regulation,Place
14467556,Bishop,1,01/09/2023,Planning and Regulation,Place
14628384,Bishop,1,01/10/2023,Planning and Regulation,Place
14646280,Bishop,1,01/10/2023,Housing Services,Place
14823668,Bishop,1,01/11/2023,Integrated Commissioning,Adult Social Care & Health
14848596,Bishop,1,01/11/2023,Housing Services,Place
14865292,Bishop,1,01/11/2023,Housing Services,Place
14948268,Bishop,1,01/12/2023,Housing Services,Place
15032904,Bishop,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15062192,Bishop,1,01/01/2024,Housing Services,Place
15171424,Bishop,1,01/01/2024,Housing Services,Place
15248180,Bishop,1,01/02/2024,Environmental Services,Place
15316444,Bishop,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15497564,Bishop,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15532556,Bishop,1,01/04/2024,Environmental Services,Place
15536352,Bishop,1,01/04/2024,Leisure Parks and Open Spaces,Place
15579288,Bishop,1,01/04/2024,Housing Services,Place
15660234,Bishop,1,01/05/2024,Housing Services,Place
15687832,Bishop,1,01/05/2024,Housing Services,Place
15754354,Bishop,1,01/06/2024,Environmental Services,Place
14299304,Borella,1,01/07/2023,Planning and Regulation,Place
14356048,Borella,1,01/08/2023,Environmental Services,Place
14410420,Borella,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14600824,Borella,1,01/09/2023,Housing Services,Place
14759960,Borella,1,01/10/2023,Environmental Services,Place
14822868,Borella,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14854728,Borella,1,01/11/2023,Public Health,Adult Social Care & Health
14870024,Borella,1,01/11/2023,Environmental Services,Place
14876124,Borella,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
15030006,Borella,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15081948,Borella,1,01/01/2024,Planning and Regulation,Place
15098912,Borella,1,01/01/2024,Housing Services,Place
15099412,Borella,1,01/01/2024,Environmental Services,Place
15162296,Borella,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15191548,Borella,1,01/02/2024,Environmental Services,Place
15206604,Borella,1,01/02/2024,Planning and Regulation,Place
15234388,Borella,1,01/02/2024,Environmental Services,Place
15337632,Borella,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15400244,Borella,1,01/03/2024,Planning and Regulation,Place
15423924,Borella,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15463920,Borella,1,01/04/2024,"School Expansion, Transport and Admissions",Educational Achievement & Inclusion
15687932,Borella,1,01/05/2024,Complex Care,Adult Social Care & Health
14202716,Brooks,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14666604,Brooks,1,01/10/2023,Planning and Regulation,Place
14699788,Brooks,1,01/10/2023,Parking Enforcement (Bexley and Bromley),Place
14766760,Brooks,1,01/10/2023,Housing Services,Place
15193148,Brooks,1,01/02/2024,Environmental Services,Place
14238400,Carew,1,01/07/2023,"Property, Assets and Facilities Management",Finance
14291908,Carew,1,01/07/2023,Housing Services,Place
14311235,Carew,1,01/08/2023,Environmental Services,Place
14519900,Carew,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14531928,Carew,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14626185,Carew,1,01/09/2023,Leisure Parks and Open Spaces,Place
14708852,Carew,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14804276,Carew,1,01/11/2023,"Looked after Children, Permanence and Specialist Services",Childrens Social Care
14927740,Carew,1,01/12/2023,Environmental Services,Place
14930840,Carew,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14934504,Carew,1,01/12/2023,Housing Services,Place
15137336,Carew,1,01/01/2024,Leisure Parks and Open Spaces,Place
15170424,Carew,1,01/01/2024,Planning and Regulation,Place
15172924,Carew,1,01/01/2024,Planning and Regulation,Place
15185152,Carew,1,01/02/2024,Environmental Services,Place
15210236,Carew,1,01/02/2024,Housing Services,Place
15217868,Carew,1,01/02/2024,Planning and Regulation,Place
15234888,Carew,1,01/02/2024,Planning and Regulation,Place
15238788,Carew,1,01/02/2024,Housing Services,Place
15257244,Carew,1,01/02/2024,Planning and Regulation,Place
15263108,Carew,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15321808,Carew,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15417465,Carew,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15486008,Carew,1,01/03/2024,Planning and Regulation,Place
15543684,Carew,1,01/04/2024,Environmental Services,Place
15545348,Carew,1,01/04/2024,Planning and Regulation,Place
15644084,Carew,1,01/05/2024,Planning and Regulation,Place
15649648,Carew,1,01/05/2024,Economic Skills and Development,Place
15719372,Carew,1,01/06/2024,"Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
15722536,Carew,1,01/06/2024,Planning and Regulation,Place
14835732,Catterall,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14285744,Christoforides,1,01/07/2023,Housing Services,Place
14453460,Christoforides,1,01/08/2023,Environmental Services,Place
14485552,Christoforides,1,01/09/2023,Planning and Regulation,Place
14496780,Christoforides,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14636616,Christoforides,1,01/10/2023,Economic Skills and Development,Place
14650276,Christoforides,1,01/10/2023,Environmental Services,Place
14651976,Christoforides,1,01/10/2023,Environmental Services,Place
14876224,Christoforides,1,01/11/2023,Housing Services,Place
14880020,Christoforides,1,01/11/2023,Planning and Regulation,Place
14933704,Christoforides,1,01/12/2023,Parking Enforcement (Bexley and Bromley),Place
14936504,Christoforides,1,01/12/2023,Planning and Regulation,Place
14976392,Christoforides,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
15128304,Christoforides,1,01/01/2024,Housing Services,Place
15148368,Christoforides,1,01/01/2024,Environmental Services,Place
15225500,Christoforides,1,01/02/2024,Environmental Services,Place
15396116,Christoforides,1,01/03/2024,Leisure Parks and Open Spaces,Place
15441576,Christoforides,1,01/03/2024,Environmental Services,Place
15624364,Christoforides,1,01/05/2024,Environmental Services,Place
15678640,Christoforides,1,01/05/2024,Planning and Regulation,Place
15681040,Christoforides,1,01/05/2024,Housing Services,Place
15689896,Christoforides,1,01/05/2024,Environmental Services,Place
15794388,Christoforides,1,01/06/2024,Environmental Services,Place
15795688,Christoforides,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15723368,Craske,1,01/06/2024,Environmental Services,Place
14618152,Crouch,0,01/10/2023,Housing Services,Place
14230601,Curtois,1,01/07/2023,Leisure Parks and Open Spaces,Place
14235500,Curtois,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14237000,Curtois,1,01/07/2023,Parking Enforcement (Bexley and Bromley),Place
14345884,Curtois,1,01/08/2023,Planning and Regulation,Place
14401692,Curtois,1,01/08/2023,Leisure Parks and Open Spaces,Place
14425845,Curtois,1,01/08/2023,Planning and Regulation,Place
14433508,Curtois,1,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14443664,Curtois,1,01/08/2023,Housing Services,Place
14498280,Curtois,1,01/09/2023,Environmental Services,Place
14564644,Curtois,1,01/09/2023,Planning and Regulation,Place
14565444,Curtois,1,01/09/2023,Environmental Services,Place
14571672,Curtois,1,01/09/2023,Complex Care,Adult Social Care & Health
14597360,Curtois,1,01/09/2023,Housing Services,Place
14604624,Curtois,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14670204,Curtois,1,01/10/2023,Housing Services,Place
14710252,Curtois,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14744632,Curtois,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14825668,Curtois,1,01/11/2023,Leisure Parks and Open Spaces,Place
14852128,Curtois,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14890284,Curtois,1,01/11/2023,Housing Services,Place
14948968,Curtois,1,01/12/2023,Housing Services,Place
14953733,Curtois,1,01/12/2023,Parking Enforcement (Bexley and Bromley),Place
14971160,Curtois,1,01/12/2023,Leisure Parks and Open Spaces,Place
14979592,Curtois,1,01/12/2023,"School Expansion, Transport and Admissions",Educational Achievement & Inclusion
14980456,Curtois,1,01/12/2023,Safeguarding Adults,Adult Social Care & Health
15011180,Curtois,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
15016712,Curtois,1,01/12/2023,Housing Services,Place
15017312,Curtois,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
15025508,Curtois,1,01/12/2023,Environmental Services,Place
15052496,Curtois,1,01/01/2024,Libraries and Communities,Place
15075816,Curtois,1,01/01/2024,Planning and Regulation,Place
15099512,Curtois,1,01/01/2024,0-25 SEND,Educational Achievement & Inclusion
15114009,Curtois,1,01/01/2024,Housing Services,Place
15146268,Curtois,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15210536,Curtois,1,01/02/2024,Planning and Regulation,Place
15212636,Curtois,1,01/02/2024,Environmental Services,Place
15241984,Curtois,1,01/02/2024,Housing Services,Place
15242784,Curtois,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15351720,Curtois,1,01/03/2024,Exchequer Services,Finance
15419364,Curtois,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15464320,Curtois,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15477545,Curtois,1,01/04/2024,Planning and Regulation,Place
15538752,Curtois,1,01/04/2024,Leisure Parks and Open Spaces,Place
15558308,Curtois,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15633356,Curtois,1,01/05/2024,Housing Services,Place
15652440,Curtois,1,01/05/2024,Environmental Services,Place
15668624,Curtois,1,01/05/2024,Housing Services,Place
15759280,Curtois,1,01/06/2024,Exchequer Services,Finance
15767136,Curtois,1,01/06/2024,Environmental Services,Place
15274540,Daby,0,01/02/2024,Housing Services,Place
14157064,Davey,1,01/07/2023,Leisure Parks and Open Spaces,Place
14161996,Davey,1,01/07/2023,Planning and Regulation,Place
14197817,Davey,1,01/07/2023,Leisure Parks and Open Spaces,Place
14471688,Davey,1,01/09/2023,Environmental Services,Place
14473420,Davey,1,01/09/2023,Environmental Services,Place
14568444,Davey,1,01/09/2023,Leisure Parks and Open Spaces,Place
14807576,Davey,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14826468,Davey,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
15187652,Davey,1,01/02/2024,Planning and Regulation,Place
15209537,Davey,1,01/02/2024,Leisure Parks and Open Spaces,Place
15536752,Davey,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15600928,Davey,1,01/05/2024,Parking Enforcement (Bexley and Bromley),Place
15740449,Davey,1,01/06/2024,Parking Enforcement (Bexley and Bromley),Place
15804540,Davey,1,01/06/2024,Leisure Parks and Open Spaces,Place
14269284,Day,1,01/07/2023,Environmental Services,Place
14337888,Day,1,01/08/2023,Housing Services,Place
14428344,Day,1,01/08/2023,Housing Services,Place
14441436,Day,1,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14445164,Day,1,01/08/2023,Housing Services,Place
14495780,Day,1,01/09/2023,Environmental Services,Place
14577804,Day,1,01/09/2023,Parking Enforcement (Bexley and Bromley),Place
14650376,Day,1,01/10/2023,Complex Care,Adult Social Care & Health
14723376,Day,1,01/10/2023,Leisure Parks and Open Spaces,Place
14807976,Day,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14834000,Day,1,01/11/2023,Housing Services,Place
14928140,Day,1,01/12/2023,Environmental Services,Place
14940736,Day,1,01/12/2023,"School Expansion, Transport and Admissions",Educational Achievement & Inclusion
15073788,Day,1,01/01/2024,Housing Services,Place
15093512,Day,1,01/01/2024,Planning and Regulation,Place
15176088,Day,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15211236,Day,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15225600,Day,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15226000,Day,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15239688,Day,1,01/02/2024,Environmental Services,Place
15327736,Day,1,01/03/2024,Strategic Planning,Place
15327937,Day,1,01/03/2024,Libraries and Communities,Place
15400944,Day,1,01/03/2024,Leisure Parks and Open Spaces,Place
15468780,Day,1,01/04/2024,Housing Services,Place
15482676,Day,1,01/03/2024,Environmental Services,Place
15519176,Day,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15556909,Day,1,01/04/2024,Housing Services,Place
15558008,Day,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15668724,Day,1,01/05/2024,Housing Services,Place
15675880,Day,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15680640,Day,1,01/05/2024,Housing Services,Place
15697956,Day,1,01/05/2024,Exchequer Services,Finance
15708449,Day,1,01/06/2024,Housing Services,Place
15721836,Day,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15726533,Day,1,01/06/2024,Housing Services,Place
14762660,Di Netimah,1,01/10/2023,Environmental Services,Place
14150564,Diment,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14180224,Diment,1,01/07/2023,Environmental Services,Place
14184320,Diment,1,01/07/2023,Housing Services,Place
14563145,Diment,1,01/09/2023,Leisure Parks and Open Spaces,Place
14823268,Diment,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14963996,Diment,1,01/12/2023,Environmental Services,Place
14987952,Diment,1,01/12/2023,Environmental Services,Place
14992652,Diment,1,01/12/2023,Complex Care,Adult Social Care & Health
14995152,Diment,1,01/12/2023,Leisure Parks and Open Spaces,Place
15148068,Diment,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15172124,Diment,1,01/01/2024,Exchequer Services,Finance
15241884,Diment,1,01/02/2024,Exchequer Services,Finance
15451504,Diment,1,01/04/2024,Environmental Services,Place
15456100,Diment,1,01/04/2024,Integrated Commissioning,Adult Social Care & Health
15479744,Diment,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15799976,Diment,1,01/06/2024,Environmental Services,Place
14466856,Dourmoush,1,01/09/2023,Environmental Services,Place
14664304,Dourmoush,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
15104676,Dourmoush,1,01/01/2024,Parking Enforcement (Bexley and Bromley),Place
15146468,Dourmoush,1,01/01/2024,Housing Services,Place
14164397,Evennett,0,01/07/2023,Complex Care,Adult Social Care & Health
14164597,Evennett,0,01/07/2023,Complex Care,Adult Social Care & Health
14179424,Evennett,0,01/07/2023,Housing Services,Place
14188320,Evennett,0,01/07/2023,Housing Services,Place
14197617,Evennett,0,01/07/2023,Housing Services,Place
14205912,Evennett,0,01/07/2023,"Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
14230000,Evennett,0,01/07/2023,Housing Services,Place
14232202,Evennett,0,01/07/2023,Environmental Services,Place
14250328,Evennett,0,01/07/2023,Housing Services,Place
14298004,Evennett,0,01/07/2023,"School Expansion, Transport and Admissions",Educational Achievement & Inclusion
14307768,Evennett,0,01/08/2023,Housing Services,Place
14313733,Evennett,0,01/08/2023,Complex Care,Adult Social Care & Health
14346984,Evennett,0,01/08/2023,Housing Services,Place
14355448,Evennett,0,01/08/2023,Environmental Services,Place
14355949,Evennett,0,01/08/2023,Housing Services,Place
14382568,Evennett,0,01/08/2023,Exchequer Services,Finance
