borough,variable,value,borough_category,is_per_capita
Newham,Public Health Grant  - per capita,97.490743377955,Inner London,1
Redbridge,Public Health Grant  - per capita,49.658395101514664,Outer London,1
Richmond upon Thames,Public Health Grant  - per capita,52.920081967213115,Outer London,1
Southwark,Public Health Grant  - per capita,101.1569710757231,Inner London,1
Sutton,Public Health Grant  - per capita,52.57156488549618,Outer London,1
Tower Hamlets,Public Health Grant  - per capita,126.40670319046085,Inner London,1
Waltham Forest,Public Health Grant  - per capita,64.13433908045977,Outer London,1
Wandsworth,Public Health Grant  - per capita,95.15419847328245,Inner London,1
Westminster,Public Health Grant  - per capita,171.9285364659814,Inner London,1
Barking and Dagenham,Social Care Support Grant - per capita,99.2462311557789,Outer London,1
Barnet,Social Care Support Grant - per capita,70.07706139224248,Outer London,1
Bexley,Social Care Support Grant - per capita,72.15415821501014,Outer London,1
Brent,Social Care Support Grant - per capita,85.95350206003532,Outer London,1
Bromley,Social Care Support Grant - per capita,23.215151515151515,Outer London,1
Camden,Social Care Support Grant - per capita,136.06853879105188,Inner London,1
Croydon,Social Care Support Grant - per capita,64.0353121801433,Outer London,1
Ealing,Social Care Support Grant - per capita,80.54208662489785,Outer London,1
Enfield,Social Care Support Grant - per capita,84.11515151515151,Outer London,1
Greenwich,Social Care Support Grant - per capita,109.27706675890695,Outer London,1
Hackney,Social Care Support Grant - per capita,134.47916666666666,Inner London,1
Hammersmith and Fulham,Social Care Support Grant - per capita,122.8438864628821,Inner London,1
Haringey,Social Care Support Grant - per capita,95.47312641937926,Inner London,1
Harrow,Social Care Support Grant - per capita,64.99043245311903,Outer London,1
Havering,Social Care Support Grant - per capita,71.64885496183206,Outer London,1
Hillingdon,Social Care Support Grant - per capita,67.27034978751226,Outer London,1
Hounslow,Social Care Support Grant - per capita,70.26717557251908,Outer London,1
Islington,Social Care Support Grant - per capita,138.80424746075715,Inner London,1
Kensington and Chelsea,Social Care Support Grant - per capita,127.88702928870293,Inner London,1
Kingston upon Thames,Social Care Support Grant - per capita,59.148809523809526,Outer London,1
Lambeth,Social Care Support Grant - per capita,106.77581863979849,Inner London,1
Lewisham,Social Care Support Grant - per capita,102.42847638057219,Inner London,1
Merton,Social Care Support Grant - per capita,63.88011152416357,Outer London,1
Newham,Social Care Support Grant - per capita,104.53147251495301,Inner London,1
Redbridge,Social Care Support Grant - per capita,73.52239767966483,Outer London,1
Richmond upon Thames,Social Care Support Grant - per capita,59.70799180327869,Outer London,1
Southwark,Social Care Support Grant - per capita,118.17354566135846,Inner London,1
Sutton,Social Care Support Grant - per capita,60.529580152671755,Outer London,1
Tower Hamlets,Social Care Support Grant - per capita,109.61005478569126,Inner London,1
Waltham Forest,Social Care Support Grant - per capita,84.378591954023,Outer London,1
Wandsworth,Social Care Support Grant - per capita,102.62900763358779,Inner London,1
Westminster,Social Care Support Grant - per capita,170.14684287812042,Inner London,1
Barking and Dagenham,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Barnet,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Bexley,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Brent,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Bromley,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Camden,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Croydon,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Ealing,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Enfield,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Greenwich,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Hackney,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Hammersmith and Fulham,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Haringey,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Harrow,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Havering,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Hillingdon,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Hounslow,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Islington,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Kensington and Chelsea,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Kingston upon Thames,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Lambeth,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Lewisham,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Merton,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Newham,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Redbridge,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Richmond upon Thames,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Southwark,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Sutton,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Tower Hamlets,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Waltham Forest,Rural Services Delivery Grant - per capita,0.0,Outer London,1
Wandsworth,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Westminster,Rural Services Delivery Grant - per capita,0.0,Inner London,1
Barking and Dagenham,Improved Better Care Fund - per capita,48.91274554591138,Outer London,1
Barnet,Improved Better Care Fund - per capita,24.716157205240176,Outer London,1
Bexley,Improved Better Care Fund - per capita,26.83975659229209,Outer London,1
Brent,Improved Better Care Fund - per capita,39.273101824602705,Outer London,1
Bromley,Improved Better Care Fund - per capita,23.427272727272726,Outer London,1
Camden,Improved Better Care Fund - per capita,61.27558305568777,Inner London,1
Croydon,Improved Better Care Fund - per capita,25.53224155578301,Outer London,1
Ealing,Improved Better Care Fund - per capita,34.54099700354127,Outer London,1
Enfield,Improved Better Care Fund - per capita,35.53333333333333,Outer London,1
Greenwich,Improved Better Care Fund - per capita,53.38637149775164,Outer London,1
Hackney,Improved Better Care Fund - per capita,64.18595679012346,Inner London,1
Hammersmith and Fulham,Improved Better Care Fund - per capita,54.7325327510917,Inner London,1
Haringey,Improved Better Care Fund - per capita,37.11582134746404,Inner London,1
Harrow,Improved Better Care Fund - per capita,25.503252965939534,Outer London,1
Havering,Improved Better Care Fund - per capita,26.049618320610687,Outer London,1
Hillingdon,Improved Better Care Fund - per capita,24.4132069303694,Outer London,1
Hounslow,Improved Better Care Fund - per capita,28.362248438584317,Outer London,1
Islington,Improved Better Care Fund - per capita,66.9482917820868,Inner London,1
Kensington and Chelsea,Improved Better Care Fund - per capita,53.43096234309623,Inner London,1
Kingston upon Thames,Improved Better Care Fund - per capita,10.952380952380953,Outer London,1
Lambeth,Improved Better Care Fund - per capita,47.059193954659946,Inner London,1
Lewisham,Improved Better Care Fund - per capita,49.70725216234198,Inner London,1
Merton,Improved Better Care Fund - per capita,23.280669144981413,Outer London,1
Newham,Improved Better Care Fund - per capita,48.968954713756766,Inner London,1
Redbridge,Improved Better Care Fund - per capita,32.48791492104415,Outer London,1
Richmond upon Thames,Improved Better Care Fund - per capita,3.9754098360655736,Outer London,1
Southwark,Improved Better Care Fund - per capita,58.00129996750081,Inner London,1
Sutton,Improved Better Care Fund - per capita,19.403625954198475,Outer London,1
Tower Hamlets,Improved Better Care Fund - per capita,54.173380599419914,Inner London,1
Waltham Forest,Improved Better Care Fund - per capita,34.07327586206897,Outer London,1
Wandsworth,Improved Better Care Fund - per capita,51.86259541984733,Inner London,1
Westminster,Improved Better Care Fund - per capita,86.38766519823788,Inner London,1
Barking and Dagenham,ASC Market Sustainability and Improvement Fund - per capita,18.25034262220192,Outer London,1
Barnet,ASC Market Sustainability and Improvement Fund - per capita,16.267659902388903,Outer London,1
Bexley,ASC Market Sustainability and Improvement Fund - per capita,16.47870182555781,Outer London,1
Brent,ASC Market Sustainability and Improvement Fund - per capita,17.29252501471454,Outer London,1
Bromley,ASC Market Sustainability and Improvement Fund - per capita,15.781818181818181,Outer London,1
Camden,ASC Market Sustainability and Improvement Fund - per capita,26.772965254640646,Inner London,1
Croydon,ASC Market Sustainability and Improvement Fund - per capita,15.68833162743091,Outer London,1
Ealing,ASC Market Sustainability and Improvement Fund - per capita,16.894579133751023,Outer London,1
Enfield,ASC Market Sustainability and Improvement Fund - per capita,17.21818181818182,Outer London,1
Greenwich,ASC Market Sustainability and Improvement Fund - per capita,20.131442407471464,Outer London,1
Hackney,ASC Market Sustainability and Improvement Fund - per capita,23.71527777777778,Inner London,1
Hammersmith and Fulham,ASC Market Sustainability and Improvement Fund - per capita,21.93231441048035,Inner London,1
Haringey,ASC Market Sustainability and Improvement Fund - per capita,19.01211203633611,Inner London,1
Harrow,ASC Market Sustainability and Improvement Fund - per capita,16.238040566398777,Outer London,1
Havering,ASC Market Sustainability and Improvement Fund - per capita,16.793893129770993,Outer London,1
Hillingdon,ASC Market Sustainability and Improvement Fund - per capita,14.890487087283425,Outer London,1
Hounslow,ASC Market Sustainability and Improvement Fund - per capita,15.17002081887578,Outer London,1
Islington,ASC Market Sustainability and Improvement Fund - per capita,25.946445060018466,Inner London,1
Kensington and Chelsea,ASC Market Sustainability and Improvement Fund - per capita,26.443514644351463,Inner London,1
Kingston upon Thames,ASC Market Sustainability and Improvement Fund - per capita,14.928571428571429,Outer London,1
Lambeth,ASC Market Sustainability and Improvement Fund - per capita,20.78715365239295,Inner London,1
Lewisham,ASC Market Sustainability and Improvement Fund - per capita,19.906852960745177,Inner London,1
Merton,ASC Market Sustainability and Improvement Fund - per capita,15.20446096654275,Outer London,1
Newham,ASC Market Sustainability and Improvement Fund - per capita,18.29678154371974,Inner London,1
Redbridge,ASC Market Sustainability and Improvement Fund - per capita,15.73316145665485,Outer London,1
Richmond upon Thames,ASC Market Sustainability and Improvement Fund - per capita,14.81045081967213,Outer London,1
Southwark,ASC Market Sustainability and Improvement Fund - per capita,22.3334416639584,Inner London,1
Sutton,ASC Market Sustainability and Improvement Fund - per capita,15.391221374045802,Outer London,1
Tower Hamlets,ASC Market Sustainability and Improvement Fund - per capita,20.654205607476637,Inner London,1
Waltham Forest,ASC Market Sustainability and Improvement Fund - per capita,17.10847701149425,Outer London,1
Wandsworth,ASC Market Sustainability and Improvement Fund - per capita,17.331297709923664,Inner London,1
Westminster,ASC Market Sustainability and Improvement Fund - per capita,28.33578071463534,Inner London,1
Barking and Dagenham,Services Grant - per capita,1.8410232983097305,Outer London,1
Barnet,Services Grant - per capita,1.0531723606473158,Outer London,1
Bexley,Services Grant - per capita,1.0385395537525355,Outer London,1
Brent,Services Grant - per capita,1.8157739846968806,Outer London,1
Bromley,Services Grant - per capita,0.8151515151515152,Outer London,1
Camden,Services Grant - per capita,3.0414088529271774,Inner London,1
Croydon,Services Grant - per capita,1.3229273285568066,Outer London,1
Ealing,Services Grant - per capita,1.4655407245982022,Outer London,1
Enfield,Services Grant - per capita,1.5696969696969696,Outer London,1
Greenwich,Services Grant - per capita,2.0166032514700793,Outer London,1
Hackney,Services Grant - per capita,2.7276234567901234,Inner London,1
Hammersmith and Fulham,Services Grant - per capita,3.373362445414847,Inner London,1
Haringey,Services Grant - per capita,2.165026495079485,Inner London,1
Harrow,Services Grant - per capita,1.0600841944125525,Outer London,1
Havering,Services Grant - per capita,0.9198473282442748,Outer London,1
Hillingdon,Services Grant - per capita,1.0787839163125204,Outer London,1
Hounslow,Services Grant - per capita,1.193615544760583,Outer London,1
Islington,Services Grant - per capita,3.125577100646353,Inner London,1
Kensington and Chelsea,Services Grant - per capita,2.5662482566248257,Inner London,1
Kingston upon Thames,Services Grant - per capita,0.9166666666666666,Outer London,1
Lambeth,Services Grant - per capita,2.452770780856423,Inner London,1
Lewisham,Services Grant - per capita,2.208915502328676,Inner London,1
Merton,Services Grant - per capita,1.16635687732342,Outer London,1
Newham,Services Grant - per capita,2.215892908003418,Inner London,1
Redbridge,Services Grant - per capita,1.2020625201417983,Outer London,1
Richmond upon Thames,Services Grant - per capita,0.8094262295081968,Outer London,1
Southwark,Services Grant - per capita,2.62918427039324,Inner London,1
Sutton,Services Grant - per capita,1.2118320610687023,Outer London,1
Tower Hamlets,Services Grant - per capita,2.5104737350950694,Inner London,1
Waltham Forest,Services Grant - per capita,1.7600574712643677,Outer London,1
Wandsworth,Services Grant - per capita,1.5755725190839696,Inner London,1
Westminster,Services Grant - per capita,3.0885952031326482,Inner London,1
Barking and Dagenham,Adult Social Care Discharge Fund - per capita,11.429876656007309,Outer London,1
Barnet,Adult Social Care Discharge Fund - per capita,5.77446699203699,Outer London,1
Bexley,Adult Social Care Discharge Fund - per capita,6.271805273833672,Outer London,1
Brent,Adult Social Care Discharge Fund - per capita,9.175985874043555,Outer London,1
Bromley,Adult Social Care Discharge Fund - per capita,5.472727272727273,Outer London,1
Camden,Adult Social Care Discharge Fund - per capita,14.316991908614945,Inner London,1
Croydon,Adult Social Care Discharge Fund - per capita,5.967246673490276,Outer London,1
Ealing,Adult Social Care Discharge Fund - per capita,8.071370198855897,Outer London,1
Enfield,Adult Social Care Discharge Fund - per capita,8.303030303030303,Outer London,1
Greenwich,Adult Social Care Discharge Fund - per capita,12.473192666897267,Outer London,1
Hackney,Adult Social Care Discharge Fund - per capita,14.996141975308642,Inner London,1
Hammersmith and Fulham,Adult Social Care Discharge Fund - per capita,12.789301310043669,Inner London,1
Haringey,Adult Social Care Discharge Fund - per capita,8.671461014383043,Inner London,1
Harrow,Adult Social Care Discharge Fund - per capita,5.958668197474168,Outer London,1
Havering,Adult Social Care Discharge Fund - per capita,6.087786259541985,Outer London,1
Hillingdon,Adult Social Care Discharge Fund - per capita,5.7044785877737825,Outer London,1
Hounslow,Adult Social Care Discharge Fund - per capita,6.62734212352533,Outer London,1
Islington,Adult Social Care Discharge Fund - per capita,15.64173591874423,Inner London,1
Kensington and Chelsea,Adult Social Care Discharge Fund - per capita,12.482566248256624,Inner London,1
Kingston upon Thames,Adult Social Care Discharge Fund - per capita,2.5595238095238093,Outer London,1
Lambeth,Adult Social Care Discharge Fund - per capita,10.994962216624685,Inner London,1
Lewisham,Adult Social Care Discharge Fund - per capita,11.613439787092481,Inner London,1
Merton,Adult Social Care Discharge Fund - per capita,5.441449814126394,Outer London,1
Newham,Adult Social Care Discharge Fund - per capita,11.441184847621761,Inner London,1
Redbridge,Adult Social Care Discharge Fund - per capita,7.592652271994844,Outer London,1
Richmond upon Thames,Adult Social Care Discharge Fund - per capita,0.9272540983606558,Outer London,1
Southwark,Adult Social Care Discharge Fund - per capita,13.5521611959701,Inner London,1
Sutton,Adult Social Care Discharge Fund - per capita,4.532442748091603,Outer London,1
Tower Hamlets,Adult Social Care Discharge Fund - per capita,12.65871737028682,Inner London,1
Waltham Forest,Adult Social Care Discharge Fund - per capita,7.963362068965517,Outer London,1
Wandsworth,Adult Social Care Discharge Fund - per capita,12.119083969465649,Inner London,1
Westminster,Adult Social Care Discharge Fund - per capita,20.18600097895252,Inner London,1
Barking and Dagenham,Funding Guarantee - per capita,0.0,Outer London,1
Barnet,Funding Guarantee - per capita,0.0,Outer London,1
Bexley,Funding Guarantee - per capita,0.0,Outer London,1
Brent,Funding Guarantee - per capita,3.781636256621542,Outer London,1
Bromley,Funding Guarantee - per capita,0.0,Outer London,1
Camden,Funding Guarantee - per capita,0.0,Inner London,1
Croydon,Funding Guarantee - per capita,0.0,Outer London,1
Ealing,Funding Guarantee - per capita,0.0,Outer London,1
Enfield,Funding Guarantee - per capita,0.0,Outer London,1
Greenwich,Funding Guarantee - per capita,0.0,Outer London,1
Hackney,Funding Guarantee - per capita,0.0,Inner London,1
Hammersmith and Fulham,Funding Guarantee - per capita,0.0,Inner London,1
Haringey,Funding Guarantee - per capita,0.0,Inner London,1
Harrow,Funding Guarantee - per capita,8.70264064293915,Outer London,1
Havering,Funding Guarantee - per capita,0.0,Outer London,1
Hillingdon,Funding Guarantee - per capita,0.0,Outer London,1
Hounslow,Funding Guarantee - per capita,0.0,Outer London,1
Islington,Funding Guarantee - per capita,0.0,Inner London,1
Kensington and Chelsea,Funding Guarantee - per capita,0.0,Inner London,1
Kingston upon Thames,Funding Guarantee - per capita,8.547619047619047,Outer London,1
Lambeth,Funding Guarantee - per capita,0.0,Inner London,1
Lewisham,Funding Guarantee - per capita,0.0,Inner London,1
Merton,Funding Guarantee - per capita,1.003717472118959,Outer London,1
Newham,Funding Guarantee - per capita,0.0,Inner London,1
Redbridge,Funding Guarantee - per capita,0.0,Outer London,1
Richmond upon Thames,Funding Guarantee - per capita,13.381147540983607,Outer London,1
Southwark,Funding Guarantee - per capita,0.0,Inner London,1
Sutton,Funding Guarantee - per capita,3.368320610687023,Outer London,1
Tower Hamlets,Funding Guarantee - per capita,0.0,Inner London,1
Waltham Forest,Funding Guarantee - per capita,0.0,Outer London,1
Wandsworth,Funding Guarantee - per capita,0.0,Inner London,1
Westminster,Funding Guarantee - per capita,0.0,Inner London,1
Barking and Dagenham,Flexible Homelessness Support Grant - per capita,20.324349017816356,Outer London,1
Barnet,Flexible Homelessness Support Grant - per capita,15.032108913434369,Outer London,1
Bexley,Flexible Homelessness Support Grant - per capita,11.371196754563895,Outer London,1
Brent,Flexible Homelessness Support Grant - per capita,27.70158917010006,Outer London,1
Bromley,Flexible Homelessness Support Grant - per capita,11.44848484848485,Outer London,1
Camden,Flexible Homelessness Support Grant - per capita,13.212755830556878,Inner London,1
Croydon,Flexible Homelessness Support Grant - per capita,19.063459570112588,Outer London,1
Ealing,Flexible Homelessness Support Grant - per capita,16.761100517570146,Outer London,1
Enfield,Flexible Homelessness Support Grant - per capita,34.266666666666666,Outer London,1
Greenwich,Flexible Homelessness Support Grant - per capita,13.05084745762712,Outer London,1
Hackney,Flexible Homelessness Support Grant - per capita,23.777006172839506,Inner London,1
Hammersmith and Fulham,Flexible Homelessness Support Grant - per capita,18.466157205240176,Inner London,1
Haringey,Flexible Homelessness Support Grant - per capita,32.57002271006813,Inner London,1
Harrow,Flexible Homelessness Support Grant - per capita,8.962877918101798,Outer London,1
Havering,Flexible Homelessness Support Grant - per capita,9.782442748091603,Outer London,1
Hillingdon,Flexible Homelessness Support Grant - per capita,8.597580908793724,Outer London,1
Hounslow,Flexible Homelessness Support Grant - per capita,10.641915336571826,Outer London,1
Islington,Flexible Homelessness Support Grant - per capita,48.63342566943675,Inner London,1
Kensington and Chelsea,Flexible Homelessness Support Grant - per capita,44.609483960948396,Inner London,1
Kingston upon Thames,Flexible Homelessness Support Grant - per capita,9.81547619047619,Outer London,1
Lambeth,Flexible Homelessness Support Grant - per capita,19.90869017632242,Inner London,1
Lewisham,Flexible Homelessness Support Grant - per capita,17.548236859614104,Inner London,1
Merton,Flexible Homelessness Support Grant - per capita,6.682156133828996,Outer London,1
Newham,Flexible Homelessness Support Grant - per capita,32.82255767587582,Inner London,1
Redbridge,Flexible Homelessness Support Grant - per capita,18.179181437318725,Outer London,1
Richmond upon Thames,Flexible Homelessness Support Grant - per capita,7.515368852459017,Outer London,1
Southwark,Flexible Homelessness Support Grant - per capita,18.956776080597987,Inner London,1
Sutton,Flexible Homelessness Support Grant - per capita,8.73091603053435,Outer London,1
Tower Hamlets,Flexible Homelessness Support Grant - per capita,19.59394134708347,Inner London,1
Waltham Forest,Flexible Homelessness Support Grant - per capita,20.25862068965517,Outer London,1
Wandsworth,Flexible Homelessness Support Grant - per capita,14.085496183206107,Inner London,1
Westminster,Flexible Homelessness Support Grant - per capita,34.16054821341165,Inner London,1
Barking and Dagenham,Housing Benefit Subsidy Admin Grant - per capita,3.5084513476473274,Outer London,1
Barnet,Housing Benefit Subsidy Admin Grant - per capita,3.2083226303621886,Outer London,1
Bexley,Housing Benefit Subsidy Admin Grant - per capita,2.791075050709939,Outer London,1
Brent,Housing Benefit Subsidy Admin Grant - per capita,3.92583872866392,Outer London,1
Bromley,Housing Benefit Subsidy Admin Grant - per capita,2.2303030303030305,Outer London,1
Camden,Housing Benefit Subsidy Admin Grant - per capita,6.206568300809138,Inner London,1
Croydon,Housing Benefit Subsidy Admin Grant - per capita,4.0097236438075745,Outer London,1
Ealing,Housing Benefit Subsidy Admin Grant - per capita,2.928357395804958,Outer London,1
Enfield,Housing Benefit Subsidy Admin Grant - per capita,4.248484848484848,Outer London,1
Greenwich,Housing Benefit Subsidy Admin Grant - per capita,6.087858872362505,Outer London,1
Hackney,Housing Benefit Subsidy Admin Grant - per capita,6.658950617283951,Inner London,1
Hammersmith and Fulham,Housing Benefit Subsidy Admin Grant - per capita,5.393013100436681,Inner London,1
Haringey,Housing Benefit Subsidy Admin Grant - per capita,0.0,Inner London,1
Harrow,Housing Benefit Subsidy Admin Grant - per capita,0.0,Outer London,1
Havering,Housing Benefit Subsidy Admin Grant - per capita,0.366412213740458,Outer London,1
Hillingdon,Housing Benefit Subsidy Admin Grant - per capita,3.1807780320366135,Outer London,1
Hounslow,Housing Benefit Subsidy Admin Grant - per capita,3.393476752255378,Outer London,1
Islington,Housing Benefit Subsidy Admin Grant - per capita,6.578947368421052,Inner London,1
Kensington and Chelsea,Housing Benefit Subsidy Admin Grant - per capita,6.478382147838214,Inner London,1
Kingston upon Thames,Housing Benefit Subsidy Admin Grant - per capita,2.2976190476190474,Outer London,1
Lambeth,Housing Benefit Subsidy Admin Grant - per capita,7.096977329974811,Inner London,1
Lewisham,Housing Benefit Subsidy Admin Grant - per capita,5.179640718562874,Inner London,1
Merton,Housing Benefit Subsidy Admin Grant - per capita,2.58364312267658,Outer London,1
Newham,Housing Benefit Subsidy Admin Grant - per capita,6.09512959270863,Inner London,1
Redbridge,Housing Benefit Subsidy Admin Grant - per capita,2.5942636158556236,Outer London,1
Richmond upon Thames,Housing Benefit Subsidy Admin Grant - per capita,2.064549180327869,Outer London,1
Southwark,Housing Benefit Subsidy Admin Grant - per capita,0.0,Inner London,1
Sutton,Housing Benefit Subsidy Admin Grant - per capita,2.4522900763358777,Outer London,1
Tower Hamlets,Housing Benefit Subsidy Admin Grant - per capita,5.755720270705768,Inner London,1
Waltham Forest,Housing Benefit Subsidy Admin Grant - per capita,3.067528735632184,Outer London,1
Wandsworth,Housing Benefit Subsidy Admin Grant - per capita,4.036641221374046,Inner London,1
Westminster,Housing Benefit Subsidy Admin Grant - per capita,7.924620655898189,Inner London,1
Barking and Dagenham,New Homes Bonus - per capita,9.77615349474646,Outer London,1
Barnet,New Homes Bonus - per capita,6.411507834574878,Outer London,1
Bexley,New Homes Bonus - per capita,3.821501014198783,Outer London,1
Brent,New Homes Bonus - per capita,8.552089464390818,Outer London,1
Bromley,New Homes Bonus - per capita,1.2393939393939395,Outer London,1
Camden,New Homes Bonus - per capita,0.4997620180866254,Inner London,1
Croydon,New Homes Bonus - per capita,6.322927328556807,Outer London,1
Ealing,New Homes Bonus - per capita,14.464723508580768,Outer London,1
Enfield,New Homes Bonus - per capita,0.16666666666666666,Outer London,1
Greenwich,New Homes Bonus - per capita,3.770321687997233,Outer London,1
Hackney,New Homes Bonus - per capita,0.7137345679012346,Inner London,1
Hammersmith and Fulham,New Homes Bonus - per capita,8.7117903930131,Inner London,1
Haringey,New Homes Bonus - per capita,6.771385314155943,Inner London,1
Harrow,New Homes Bonus - per capita,0.31381553769613474,Outer London,1
Havering,New Homes Bonus - per capita,2.763358778625954,Outer London,1
Hillingdon,New Homes Bonus - per capita,1.7685518143184047,Outer London,1
Hounslow,New Homes Bonus - per capita,9.378903539208883,Outer London,1
Islington,New Homes Bonus - per capita,2.839335180055402,Inner London,1
Kensington and Chelsea,New Homes Bonus - per capita,0.24407252440725244,Inner London,1
Kingston upon Thames,New Homes Bonus - per capita,2.9583333333333335,Outer London,1
Lambeth,New Homes Bonus - per capita,3.857052896725441,Inner London,1
Lewisham,New Homes Bonus - per capita,6.6300731869594145,Inner London,1
Merton,New Homes Bonus - per capita,0.7063197026022305,Outer London,1
Newham,New Homes Bonus - per capita,7.957846767302763,Inner London,1
Redbridge,New Homes Bonus - per capita,0.0837898807605543,Outer London,1
Richmond upon Thames,New Homes Bonus - per capita,0.06659836065573771,Outer London,1
Southwark,New Homes Bonus - per capita,14.44588885277868,Inner London,1
Sutton,New Homes Bonus - per capita,1.2261450381679388,Outer London,1
Tower Hamlets,New Homes Bonus - per capita,6.996455043506284,Inner London,1
Waltham Forest,New Homes Bonus - per capita,4.953304597701149,Outer London,1
Wandsworth,New Homes Bonus - per capita,19.77709923664122,Inner London,1
Westminster,New Homes Bonus - per capita,11.948115516397454,Inner London,1
Barking and Dagenham,The Private Finance Initiative (PFI) - per capita,34.87437185929648,Outer London,1
Barnet,The Private Finance Initiative (PFI) - per capita,5.741073722065245,Outer London,1
Bexley,The Private Finance Initiative (PFI) - per capita,12.105476673427992,Outer London,1
Brent,The Private Finance Initiative (PFI) - per capita,16.312536786344907,Outer London,1
Bromley,The Private Finance Initiative (PFI) - per capita,0.0,Outer London,1
Camden,The Private Finance Initiative (PFI) - per capita,0.0,Inner London,1
Croydon,The Private Finance Initiative (PFI) - per capita,7.341351074718526,Outer London,1
Ealing,The Private Finance Initiative (PFI) - per capita,43.05638790520294,Outer London,1
Enfield,The Private Finance Initiative (PFI) - per capita,20.6030303030303,Outer London,1
Greenwich,The Private Finance Initiative (PFI) - per capita,49.747492217225876,Outer London,1
Hackney,The Private Finance Initiative (PFI) - per capita,5.35108024691358,Inner London,1
Hammersmith and Fulham,The Private Finance Initiative (PFI) - per capita,7.800218340611353,Inner London,1
Haringey,The Private Finance Initiative (PFI) - per capita,0.0,Inner London,1
Harrow,The Private Finance Initiative (PFI) - per capita,9.601990049751244,Outer London,1
Havering,The Private Finance Initiative (PFI) - per capita,0.0,Outer London,1
Hillingdon,The Private Finance Initiative (PFI) - per capita,5.8940830336711345,Outer London,1
Hounslow,The Private Finance Initiative (PFI) - per capita,45.66967383761277,Outer London,1
Islington,The Private Finance Initiative (PFI) - per capita,4.732225300092336,Inner London,1
Kensington and Chelsea,The Private Finance Initiative (PFI) - per capita,0.0,Inner London,1
Kingston upon Thames,The Private Finance Initiative (PFI) - per capita,0.0,Outer London,1
Lambeth,The Private Finance Initiative (PFI) - per capita,11.574307304785894,Inner London,1
Lewisham,The Private Finance Initiative (PFI) - per capita,88.35329341317366,Inner London,1
Merton,The Private Finance Initiative (PFI) - per capita,22.29089219330855,Outer London,1
Newham,The Private Finance Initiative (PFI) - per capita,16.08088863571632,Inner London,1
Redbridge,The Private Finance Initiative (PFI) - per capita,0.0,Outer London,1
Richmond upon Thames,The Private Finance Initiative (PFI) - per capita,11.239754098360656,Outer London,1
Southwark,The Private Finance Initiative (PFI) - per capita,0.0,Inner London,1
Sutton,The Private Finance Initiative (PFI) - per capita,0.0,Outer London,1
Tower Hamlets,The Private Finance Initiative (PFI) - per capita,30.228810828230745,Inner London,1
Waltham Forest,The Private Finance Initiative (PFI) - per capita,111.54094827586206,Outer London,1
Wandsworth,The Private Finance Initiative (PFI) - per capita,0.0,Inner London,1
Westminster,The Private Finance Initiative (PFI) - per capita,2.006852667645619,Inner London,1
Barking and Dagenham,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Barnet,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Bexley,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Brent,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Bromley,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Camden,Police Officer Uplift Grant - per capita,0.0,Inner London,1
Croydon,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Ealing,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Enfield,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Greenwich,Police Officer Uplift Grant - per capita,0.0,Outer London,1
Hackney,Police Officer Uplift Grant - per capita,0.0,Inner London,1
Hammersmith and Fulham,Police Officer Uplift Grant - per capita,0.0,Inner London,1
Haringey,Police Officer Uplift Grant - per capita,0.0,Inner London,1
Harrow,Police Officer Uplift Grant - per capita,0.0,Outer London,1
