borough,variable,value,borough_category,is_per_capita
Sutton,Investment Properties Outside LEP area Income,0.0,Outer London,0
Tower Hamlets,Investment Properties Outside LEP area Income,0.0,Inner London,0
Waltham Forest,Investment Properties Outside LEP area Income,0.0,Outer London,0
Wandsworth,Investment Properties Outside LEP area Income,-125.0,Inner London,0
Westminster,Investment Properties Outside LEP area Income,-3176.0,Inner London,0
Barking and Dagenham,Investment Properties Outside LEP area Net Income,-758.0,Outer London,0
Barnet,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Bexley,Investment Properties Outside LEP area Net Income,-304.0,Outer London,0
Brent,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Bromley,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Camden,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Croydon,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Ealing,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Enfield,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Greenwich,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Hackney,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Hammersmith and Fulham,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Haringey,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Harrow,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Havering,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Hillingdon,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Hounslow,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Islington,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Kensington and Chelsea,Investment Properties Outside LEP area Net Income,-103.0,Inner London,0
Kingston upon Thames,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Lambeth,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Lewisham,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Merton,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Newham,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Redbridge,Investment Properties Outside LEP area Net Income,-176.0,Outer London,0
Richmond upon Thames,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Southwark,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Sutton,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Tower Hamlets,Investment Properties Outside LEP area Net Income,0.0,Inner London,0
Waltham Forest,Investment Properties Outside LEP area Net Income,0.0,Outer London,0
Wandsworth,Investment Properties Outside LEP area Net Income,-119.0,Inner London,0
Westminster,Investment Properties Outside LEP area Net Income,-2342.0,Inner London,0
Barking and Dagenham,Investment Properties Outside LEP area Total Cost,4043.0,Outer London,0
Barnet,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Bexley,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Brent,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Bromley,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Camden,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Croydon,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Ealing,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Enfield,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Greenwich,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Hackney,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Hammersmith and Fulham,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Haringey,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Harrow,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Havering,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Hillingdon,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Hounslow,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Islington,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Kensington and Chelsea,Investment Properties Outside LEP area Total Cost,40.0,Inner London,0
Kingston upon Thames,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Lambeth,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Lewisham,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Merton,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Newham,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Redbridge,Investment Properties Outside LEP area Total Cost,222.0,Outer London,0
Richmond upon Thames,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Southwark,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Sutton,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Tower Hamlets,Investment Properties Outside LEP area Total Cost,0.0,Inner London,0
Waltham Forest,Investment Properties Outside LEP area Total Cost,0.0,Outer London,0
Wandsworth,Investment Properties Outside LEP area Total Cost,6.0,Inner London,0
Westminster,Investment Properties Outside LEP area Total Cost,834.0,Inner London,0
Barking and Dagenham,Early years - per capita,152.71356783919597,Outer London,1
Barnet,Early years - per capita,88.78499871564347,Outer London,1
Bexley,Early years - per capita,131.26166328600405,Outer London,1
Brent,Early years - per capita,110.01765744555621,Outer London,1
Bromley,Early years - per capita,120.11212121212121,Outer London,1
Camden,Early years - per capita,93.85054735840076,Inner London,1
Croydon,Early years - per capita,125.61156601842374,Outer London,1
Ealing,Early years - per capita,109.13102696812858,Outer London,1
Enfield,Early years - per capita,125.76969696969697,Outer London,1
Greenwich,Early years - per capita,116.02905569007264,Outer London,1
Hackney,Early years - per capita,250.02314814814815,Inner London,1
Hammersmith and Fulham,Early years - per capita,103.46069868995633,Inner London,1
Haringey,Early years - per capita,130.18168054504164,Inner London,1
Harrow,Early years - per capita,112.01301186375814,Outer London,1
Havering,Early years - per capita,129.54580152671755,Outer London,1
Hillingdon,Early years - per capita,123.82477933965347,Outer London,1
Hounslow,Early years - per capita,82.59888965995836,Outer London,1
Islington,Early years - per capita,17.867036011080334,Inner London,1
Kensington and Chelsea,Early years - per capita,92.37099023709902,Inner London,1
Kingston upon Thames,Early years - per capita,118.56547619047619,Outer London,1
Lambeth,Early years - per capita,133.02896725440806,Inner London,1
Lewisham,Early years - per capita,114.23819028609448,Inner London,1
Merton,Early years - per capita,161.7193308550186,Outer London,1
Newham,Early years - per capita,124.76502420962689,Inner London,1
Redbridge,Early years - per capita,122.5008056719304,Outer London,1
Richmond upon Thames,Early years - per capita,113.35553278688525,Outer London,1
Southwark,Early years - per capita,80.77348066298343,Inner London,1
Sutton,Early years - per capita,128.81679389312978,Outer London,1
Tower Hamlets,Early years - per capita,162.3396712858524,Inner London,1
Waltham Forest,Early years - per capita,132.6005747126437,Outer London,1
Wandsworth,Early years - per capita,67.55725190839695,Inner London,1
Westminster,Early years - per capita,65.01223690651004,Inner London,1
Barking and Dagenham,Primary schools - per capita,647.2407492005482,Outer London,1
Barnet,Primary schools - per capita,378.6385820703827,Outer London,1
Bexley,Primary schools - per capita,170.45841784989858,Outer London,1
Brent,Primary schools - per capita,364.20835785756327,Outer London,1
Bromley,Primary schools - per capita,60.95454545454545,Outer London,1
Camden,Primary schools - per capita,361.7753450737744,Inner London,1
Croydon,Primary schools - per capita,146.23848515864893,Outer London,1
Ealing,Primary schools - per capita,491.9150095341869,Outer London,1
Enfield,Primary schools - per capita,335.95454545454544,Outer London,1
Greenwich,Primary schools - per capita,449.6022137668627,Outer London,1
Hackney,Primary schools - per capita,541.9444444444445,Inner London,1
Hammersmith and Fulham,Primary schools - per capita,247.5764192139738,Inner London,1
Haringey,Primary schools - per capita,561.1809235427706,Inner London,1
Harrow,Primary schools - per capita,294.55415231534636,Outer London,1
Havering,Primary schools - per capita,462.58015267175574,Outer London,1
Hillingdon,Primary schools - per capita,374.67799934619154,Outer London,1
Hounslow,Primary schools - per capita,422.05759888965997,Outer London,1
Islington,Primary schools - per capita,389.584487534626,Inner London,1
Kensington and Chelsea,Primary schools - per capita,319.6094839609484,Inner London,1
Kingston upon Thames,Primary schools - per capita,357.76190476190476,Outer London,1
Lambeth,Primary schools - per capita,456.0673803526448,Inner London,1
Lewisham,Primary schools - per capita,546.2175648702595,Inner London,1
Merton,Primary schools - per capita,341.8866171003717,Outer London,1
Newham,Primary schools - per capita,413.3466248931928,Inner London,1
Redbridge,Primary schools - per capita,409.2201095713825,Outer London,1
Richmond upon Thames,Primary schools - per capita,434.9231557377049,Outer London,1
Southwark,Primary schools - per capita,459.3272668183295,Inner London,1
Sutton,Primary schools - per capita,268.10114503816794,Outer London,1
Tower Hamlets,Primary schools - per capita,597.0609087979375,Inner London,1
Waltham Forest,Primary schools - per capita,345.24066091954023,Outer London,1
Wandsworth,Primary schools - per capita,309.8595419847328,Inner London,1
Westminster,Primary schools - per capita,227.27851199216838,Inner London,1
Barking and Dagenham,Secondary schools - per capita,381.95979899497485,Outer London,1
Barnet,Secondary schools - per capita,118.35602363216029,Outer London,1
Bexley,Secondary schools - per capita,19.667342799188642,Outer London,1
Brent,Secondary schools - per capita,62.30723955267805,Outer London,1
Bromley,Secondary schools - per capita,42.53939393939394,Outer London,1
Camden,Secondary schools - per capita,363.0414088529272,Inner London,1
Croydon,Secondary schools - per capita,31.166837256908906,Outer London,1
Ealing,Secondary schools - per capita,245.47807137019885,Outer London,1
Enfield,Secondary schools - per capita,206.24545454545455,Outer London,1
Greenwich,Secondary schools - per capita,265.11241784849534,Outer London,1
Hackney,Secondary schools - per capita,284.2438271604938,Inner London,1
Hammersmith and Fulham,Secondary schools - per capita,23.225982532751093,Inner London,1
Haringey,Secondary schools - per capita,279.11809235427705,Inner London,1
Harrow,Secondary schools - per capita,38.97053195560658,Outer London,1
Havering,Secondary schools - per capita,36.152671755725194,Outer London,1
Hillingdon,Secondary schools - per capita,54.40666884602811,Outer London,1
Hounslow,Secondary schools - per capita,93.02567661346288,Outer London,1
Islington,Secondary schools - per capita,196.3342566943675,Inner London,1
Kensington and Chelsea,Secondary schools - per capita,83.97489539748953,Inner London,1
Kingston upon Thames,Secondary schools - per capita,20.898809523809526,Outer London,1
Lambeth,Secondary schools - per capita,178.0384130982368,Inner London,1
Lewisham,Secondary schools - per capita,215.5455755156354,Inner London,1
Merton,Secondary schools - per capita,183.15985130111525,Outer London,1
Newham,Secondary schools - per capita,234.72799772144688,Inner London,1
Redbridge,Secondary schools - per capita,323.21624234611664,Outer London,1
Richmond upon Thames,Secondary schools - per capita,55.19467213114754,Outer London,1
Southwark,Secondary schools - per capita,94.54663633409164,Inner London,1
Sutton,Secondary schools - per capita,102.74809160305344,Outer London,1
Tower Hamlets,Secondary schools - per capita,421.2246213341927,Inner London,1
Waltham Forest,Secondary schools - per capita,337.13721264367814,Outer London,1
Wandsworth,Secondary schools - per capita,38.70839694656488,Inner London,1
Westminster,Secondary schools - per capita,59.926578560939795,Inner London,1
Barking and Dagenham,Special schools and alternative provision - per capita,254.39926907263592,Outer London,1
Barnet,Special schools and alternative provision - per capita,75.07577703570512,Outer London,1
Bexley,Special schools and alternative provision - per capita,105.93509127789046,Outer London,1
Brent,Special schools and alternative provision - per capita,164.2495585638611,Outer London,1
Bromley,Special schools and alternative provision - per capita,135.96666666666667,Outer London,1
Camden,Special schools and alternative provision - per capita,259.0718705378391,Inner London,1
Croydon,Special schools and alternative provision - per capita,202.14431934493348,Outer London,1
Ealing,Special schools and alternative provision - per capita,205.3990738218469,Outer London,1
Enfield,Special schools and alternative provision - per capita,169.4181818181818,Outer London,1
Greenwich,Special schools and alternative provision - per capita,127.824282255275,Outer London,1
Hackney,Special schools and alternative provision - per capita,67.91666666666667,Inner London,1
Hammersmith and Fulham,Special schools and alternative provision - per capita,98.24781659388647,Inner London,1
Haringey,Special schools and alternative provision - per capita,269.70476911430734,Inner London,1
Harrow,Special schools and alternative provision - per capita,163.51320321469575,Outer London,1
Havering,Special schools and alternative provision - per capita,62.51145038167939,Outer London,1
Hillingdon,Special schools and alternative provision - per capita,160.39555410264794,Outer London,1
Hounslow,Special schools and alternative provision - per capita,212.2588480222068,Outer London,1
Islington,Special schools and alternative provision - per capita,50.549399815327796,Inner London,1
Kensington and Chelsea,Special schools and alternative provision - per capita,93.29149232914924,Inner London,1
Kingston upon Thames,Special schools and alternative provision - per capita,106.33333333333333,Outer London,1
Lambeth,Special schools and alternative provision - per capita,147.31738035264485,Inner London,1
Lewisham,Special schools and alternative provision - per capita,231.62009314703926,Inner London,1
Merton,Special schools and alternative provision - per capita,242.5371747211896,Outer London,1
Newham,Special schools and alternative provision - per capita,41.088009114212475,Inner London,1
Redbridge,Special schools and alternative provision - per capita,98.894618111505,Outer London,1
Richmond upon Thames,Special schools and alternative provision - per capita,106.22950819672131,Outer London,1
Southwark,Special schools and alternative provision - per capita,77.5528111797205,Inner London,1
Sutton,Special schools and alternative provision - per capita,136.08778625954199,Outer London,1
Tower Hamlets,Special schools and alternative provision - per capita,348.9010634869481,Inner London,1
Waltham Forest,Special schools and alternative provision - per capita,100.35201149425288,Outer London,1
Wandsworth,Special schools and alternative provision - per capita,149.97557251908398,Inner London,1
Westminster,Special schools and alternative provision - per capita,104.94371023005384,Inner London,1
Barking and Dagenham,Post-16 provision - per capita,54.4540886249429,Outer London,1
Barnet,Post-16 provision - per capita,11.805805291548934,Outer London,1
Bexley,Post-16 provision - per capita,20.531440162271807,Outer London,1
Brent,Post-16 provision - per capita,15.100058858151854,Outer London,1
Bromley,Post-16 provision - per capita,24.257575757575758,Outer London,1
Camden,Post-16 provision - per capita,0.0,Inner London,1
Croydon,Post-16 provision - per capita,13.577277379733879,Outer London,1
Ealing,Post-16 provision - per capita,30.55570689185508,Outer London,1
Enfield,Post-16 provision - per capita,52.22121212121212,Outer London,1
Greenwich,Post-16 provision - per capita,44.48287789692148,Outer London,1
Hackney,Post-16 provision - per capita,25.38966049382716,Inner London,1
Hammersmith and Fulham,Post-16 provision - per capita,52.41812227074236,Inner London,1
Haringey,Post-16 provision - per capita,31.699470098410295,Inner London,1
Harrow,Post-16 provision - per capita,20.719479525449675,Outer London,1
Havering,Post-16 provision - per capita,14.267175572519085,Outer London,1
Hillingdon,Post-16 provision - per capita,8.022229486760379,Outer London,1
Hounslow,Post-16 provision - per capita,21.01318528799445,Outer London,1
Islington,Post-16 provision - per capita,21.98522622345337,Inner London,1
Kensington and Chelsea,Post-16 provision - per capita,11.652719665271967,Inner London,1
Kingston upon Thames,Post-16 provision - per capita,11.672619047619047,Outer London,1
Lambeth,Post-16 provision - per capita,15.702141057934508,Inner London,1
Lewisham,Post-16 provision - per capita,28.829008649367932,Inner London,1
Merton,Post-16 provision - per capita,40.45539033457249,Outer London,1
Newham,Post-16 provision - per capita,10.148105952720023,Inner London,1
Redbridge,Post-16 provision - per capita,95.84273283918789,Outer London,1
Richmond upon Thames,Post-16 provision - per capita,4.497950819672131,Outer London,1
Southwark,Post-16 provision - per capita,0.0,Inner London,1
Sutton,Post-16 provision - per capita,24.642175572519083,Outer London,1
Tower Hamlets,Post-16 provision - per capita,55.67193038994522,Inner London,1
Waltham Forest,Post-16 provision - per capita,25.69324712643678,Outer London,1
Wandsworth,Post-16 provision - per capita,8.28702290076336,Inner London,1
Westminster,Post-16 provision - per capita,62.84385707293196,Inner London,1
Barking and Dagenham,Other education and community budget - per capita,33.298309730470535,Outer London,1
Barnet,Other education and community budget - per capita,70.54970459799641,Outer London,1
Bexley,Other education and community budget - per capita,74.06896551724138,Outer London,1
Brent,Other education and community budget - per capita,72.55444379046497,Outer London,1
Bromley,Other education and community budget - per capita,66.30909090909091,Outer London,1
Camden,Other education and community budget - per capita,69.68586387434554,Inner London,1
Croydon,Other education and community budget - per capita,97.76100307062435,Outer London,1
Ealing,Other education and community budget - per capita,35.30645600653773,Outer London,1
Enfield,Other education and community budget - per capita,87.39090909090909,Outer London,1
Greenwich,Other education and community budget - per capita,56.11553095814597,Outer London,1
Hackney,Other education and community budget - per capita,53.71913580246913,Inner London,1
Hammersmith and Fulham,Other education and community budget - per capita,82.37991266375546,Inner London,1
Haringey,Other education and community budget - per capita,48.70552611657835,Inner London,1
Harrow,Other education and community budget - per capita,61.78721775736701,Outer London,1
Havering,Other education and community budget - per capita,58.97709923664122,Outer London,1
Hillingdon,Other education and community budget - per capita,80.74207257273619,Outer London,1
Hounslow,Other education and community budget - per capita,56.596113809854266,Outer London,1
Islington,Other education and community budget - per capita,259.6445060018467,Inner London,1
Kensington and Chelsea,Other education and community budget - per capita,89.01673640167364,Inner London,1
Kingston upon Thames,Other education and community budget - per capita,85.24404761904762,Outer London,1
Lambeth,Other education and community budget - per capita,46.854534005037785,Inner London,1
Lewisham,Other education and community budget - per capita,57.162341982701264,Inner London,1
Merton,Other education and community budget - per capita,173.03438661710038,Outer London,1
Newham,Other education and community budget - per capita,51.07946454001709,Inner London,1
Redbridge,Other education and community budget - per capita,90.08701256848211,Outer London,1
Richmond upon Thames,Other education and community budget - per capita,66.99282786885246,Outer London,1
Southwark,Other education and community budget - per capita,50.412739681507965,Inner London,1
Sutton,Other education and community budget - per capita,90.90648854961832,Outer London,1
Tower Hamlets,Other education and community budget - per capita,63.915565581695134,Inner London,1
Waltham Forest,Other education and community budget - per capita,105.96623563218391,Outer London,1
Wandsworth,Other education and community budget - per capita,58.009160305343514,Inner London,1
Westminster,Other education and community budget - per capita,85.72197748409202,Inner London,1
Barking and Dagenham,TOTAL EDUCATION SERVICES - per capita,1524.0657834627684,Outer London,1
Barnet,TOTAL EDUCATION SERVICES - per capita,743.210891343437,Outer London,1
Bexley,TOTAL EDUCATION SERVICES - per capita,521.922920892495,Outer London,1
Brent,TOTAL EDUCATION SERVICES - per capita,788.4373160682754,Outer London,1
Bromley,TOTAL EDUCATION SERVICES - per capita,450.1393939393939,Outer London,1
Camden,TOTAL EDUCATION SERVICES - per capita,1147.425035697287,Inner London,1
Croydon,TOTAL EDUCATION SERVICES - per capita,616.4994882292733,Outer London,1
Ealing,TOTAL EDUCATION SERVICES - per capita,1117.785344592754,Outer London,1
Enfield,TOTAL EDUCATION SERVICES - per capita,977.0,Outer London,1
Greenwich,TOTAL EDUCATION SERVICES - per capita,1059.1663784157731,Outer London,1
Hackney,TOTAL EDUCATION SERVICES - per capita,1223.2368827160494,Inner London,1
Hammersmith and Fulham,TOTAL EDUCATION SERVICES - per capita,607.3089519650655,Inner London,1
Haringey,TOTAL EDUCATION SERVICES - per capita,1320.5904617713852,Inner London,1
Harrow,TOTAL EDUCATION SERVICES - per capita,691.5575966322235,Outer London,1
Havering,TOTAL EDUCATION SERVICES - per capita,764.0343511450382,Outer London,1
Hillingdon,TOTAL EDUCATION SERVICES - per capita,802.0693036940177,Outer London,1
Hounslow,TOTAL EDUCATION SERVICES - per capita,887.5503122831367,Outer London,1
Islington,TOTAL EDUCATION SERVICES - per capita,935.9649122807018,Inner London,1
Kensington and Chelsea,TOTAL EDUCATION SERVICES - per capita,689.9163179916318,Inner London,1
Kingston upon Thames,TOTAL EDUCATION SERVICES - per capita,700.4761904761905,Outer London,1
Lambeth,TOTAL EDUCATION SERVICES - per capita,977.0088161209068,Inner London,1
Lewisham,TOTAL EDUCATION SERVICES - per capita,1193.6127744510977,Inner London,1
Merton,TOTAL EDUCATION SERVICES - per capita,1142.7927509293681,Outer London,1
Newham,TOTAL EDUCATION SERVICES - per capita,875.1552264312162,Inner London,1
Redbridge,TOTAL EDUCATION SERVICES - per capita,1139.7615211086045,Outer London,1
Richmond upon Thames,TOTAL EDUCATION SERVICES - per capita,781.1936475409836,Outer London,1
Southwark,TOTAL EDUCATION SERVICES - per capita,762.6129346766331,Inner London,1
Sutton,TOTAL EDUCATION SERVICES - per capita,751.3024809160305,Outer London,1
Tower Hamlets,TOTAL EDUCATION SERVICES - per capita,1649.113760876571,Inner London,1
Waltham Forest,TOTAL EDUCATION SERVICES - per capita,1046.9899425287356,Outer London,1
Wandsworth,TOTAL EDUCATION SERVICES - per capita,632.3969465648855,Inner London,1
Westminster,TOTAL EDUCATION SERVICES - per capita,605.7268722466961,Inner London,1
Barking and Dagenham,"Transport planning, policy and strategy  - per capita",9.328460484239379,Outer London,1
Barnet,"Transport planning, policy and strategy  - per capita",-10.11559208836373,Outer London,1
Bexley,"Transport planning, policy and strategy  - per capita",9.553752535496958,Outer London,1
Brent,"Transport planning, policy and strategy  - per capita",1.4743967039434962,Outer London,1
Bromley,"Transport planning, policy and strategy  - per capita",0.12727272727272726,Outer London,1
Camden,"Transport planning, policy and strategy  - per capita",-0.447405997144217,Inner London,1
Croydon,"Transport planning, policy and strategy  - per capita",0.02047082906857728,Outer London,1
Ealing,"Transport planning, policy and strategy  - per capita",3.5249250885317354,Outer London,1
Enfield,"Transport planning, policy and strategy  - per capita",1.6484848484848484,Outer London,1
Greenwich,"Transport planning, policy and strategy  - per capita",13.548945001729505,Outer London,1
Hackney,"Transport planning, policy and strategy  - per capita",16.93287037037037,Inner London,1
Hammersmith and Fulham,"Transport planning, policy and strategy  - per capita",3.717248908296943,Inner London,1
Haringey,"Transport planning, policy and strategy  - per capita",0.0,Inner London,1
Harrow,"Transport planning, policy and strategy  - per capita",-0.3827018752391887,Outer London,1
Havering,"Transport planning, policy and strategy  - per capita",0.9236641221374046,Outer London,1
Hillingdon,"Transport planning, policy and strategy  - per capita",0.9251389342922524,Outer London,1
Hounslow,"Transport planning, policy and strategy  - per capita",18.084663428174878,Outer London,1
Islington,"Transport planning, policy and strategy  - per capita",17.049861495844876,Inner London,1
Kensington and Chelsea,"Transport planning, policy and strategy  - per capita",2.071129707112971,Inner London,1
Kingston upon Thames,"Transport planning, policy and strategy  - per capita",7.220238095238095,Outer London,1
Lambeth,"Transport planning, policy and strategy  - per capita",-2.6353904282115868,Inner London,1
Lewisham,"Transport planning, policy and strategy  - per capita",-2.4617431803060548,Inner London,1
Merton,"Transport planning, policy and strategy  - per capita",3.79182156133829,Outer London,1
Newham,"Transport planning, policy and strategy  - per capita",0.42153232697237253,Inner London,1
Redbridge,"Transport planning, policy and strategy  - per capita",6.007089912987431,Outer London,1
Richmond upon Thames,"Transport planning, policy and strategy  - per capita",-0.6301229508196722,Outer London,1
Southwark,"Transport planning, policy and strategy  - per capita",3.7471563210919725,Inner London,1
Sutton,"Transport planning, policy and strategy  - per capita",1.7557251908396947,Outer London,1
Tower Hamlets,"Transport planning, policy and strategy  - per capita",1.5501127940702546,Inner London,1
Waltham Forest,"Transport planning, policy and strategy  - per capita",4.188218390804598,Outer London,1
Wandsworth,"Transport planning, policy and strategy  - per capita",1.880916030534351,Inner London,1
Westminster,"Transport planning, policy and strategy  - per capita",24.615761135584926,Inner London,1
Barking and Dagenham,Structural maintenance - per capita,3.1292827775239838,Outer London,1
Barnet,Structural maintenance - per capita,9.339840739789366,Outer London,1
Bexley,Structural maintenance - per capita,-0.5801217038539553,Outer London,1
Brent,Structural maintenance - per capita,3.734549735138317,Outer London,1
Bromley,Structural maintenance - per capita,21.675757575757576,Outer London,1
Camden,Structural maintenance - per capita,13.750594954783436,Inner London,1
Croydon,Structural maintenance - per capita,0.0,Outer London,1
Ealing,Structural maintenance - per capita,5.031326614001634,Outer London,1
Enfield,Structural maintenance - per capita,3.6454545454545455,Outer London,1
Greenwich,Structural maintenance - per capita,11.317883085437565,Outer London,1
Hackney,Structural maintenance - per capita,-0.5131172839506173,Inner London,1
Hammersmith and Fulham,Structural maintenance - per capita,2.2161572052401746,Inner London,1
Haringey,Structural maintenance - per capita,6.464799394398184,Inner London,1
Harrow,Structural maintenance - per capita,1.0945273631840795,Outer London,1
Havering,Structural maintenance - per capita,12.041984732824428,Outer London,1
Hillingdon,Structural maintenance - per capita,10.045766590389016,Outer London,1
Hounslow,Structural maintenance - per capita,52.08882720333102,Outer London,1
Islington,Structural maintenance - per capita,0.0,Inner London,1
Kensington and Chelsea,Structural maintenance - per capita,33.298465829846585,Inner London,1
Kingston upon Thames,Structural maintenance - per capita,14.107142857142858,Outer London,1
Lambeth,Structural maintenance - per capita,6.218513853904282,Inner London,1
Lewisham,Structural maintenance - per capita,3.0738522954091816,Inner London,1
Merton,Structural maintenance - per capita,1.5241635687732342,Outer London,1
Newham,Structural maintenance - per capita,5.639418968954714,Inner London,1
Redbridge,Structural maintenance - per capita,4.192716725749275,Outer London,1
Richmond upon Thames,Structural maintenance - per capita,14.836065573770492,Outer London,1
Southwark,Structural maintenance - per capita,0.8579785505362366,Inner London,1
Sutton,Structural maintenance - per capita,3.3396946564885495,Outer London,1
Tower Hamlets,Structural maintenance - per capita,4.99516596841766,Inner London,1
Waltham Forest,Structural maintenance - per capita,16.149425287356323,Outer London,1
Wandsworth,Structural maintenance - per capita,6.668702290076336,Inner London,1
Westminster,Structural maintenance - per capita,15.907978463044543,Inner London,1
Barking and Dagenham,"Environmental, safety and routine maintenance - per capita",0.0,Outer London,1
Barnet,"Environmental, safety and routine maintenance - per capita",13.010531723606473,Outer London,1
Bexley,"Environmental, safety and routine maintenance - per capita",3.716024340770791,Outer London,1
Brent,"Environmental, safety and routine maintenance - per capita",16.765744555620955,Outer London,1
Bromley,"Environmental, safety and routine maintenance - per capita",7.412121212121212,Outer London,1
Camden,"Environmental, safety and routine maintenance - per capita",0.0,Inner London,1
Croydon,"Environmental, safety and routine maintenance - per capita",7.691914022517912,Outer London,1
Ealing,"Environmental, safety and routine maintenance - per capita",2.5061291201307547,Outer London,1
Enfield,"Environmental, safety and routine maintenance - per capita",5.327272727272727,Outer London,1
Greenwich,"Environmental, safety and routine maintenance - per capita",3.5351089588377724,Outer London,1
Hackney,"Environmental, safety and routine maintenance - per capita",6.026234567901234,Inner London,1
Hammersmith and Fulham,"Environmental, safety and routine maintenance - per capita",15.775109170305678,Inner London,1
Haringey,"Environmental, safety and routine maintenance - per capita",7.940953822861468,Inner London,1
Harrow,"Environmental, safety and routine maintenance - per capita",7.041714504401072,Outer London,1
Havering,"Environmental, safety and routine maintenance - per capita",8.316793893129772,Outer London,1
Hillingdon,"Environmental, safety and routine maintenance - per capita",3.9816933638443937,Outer London,1
Hounslow,"Environmental, safety and routine maintenance - per capita",26.502428868841083,Outer London,1
Islington,"Environmental, safety and routine maintenance - per capita",17.34533702677747,Inner London,1
Kensington and Chelsea,"Environmental, safety and routine maintenance - per capita",4.546722454672246,Inner London,1
Kingston upon Thames,"Environmental, safety and routine maintenance - per capita",-0.07142857142857142,Outer London,1
Lambeth,"Environmental, safety and routine maintenance - per capita",0.0,Inner London,1
Lewisham,"Environmental, safety and routine maintenance - per capita",4.454424484364604,Inner London,1
Merton,"Environmental, safety and routine maintenance - per capita",10.655204460966543,Outer London,1
Newham,"Environmental, safety and routine maintenance - per capita",0.20222158929080034,Inner London,1
Redbridge,"Environmental, safety and routine maintenance - per capita",12.410570415726717,Outer London,1
Richmond upon Thames,"Environmental, safety and routine maintenance - per capita",14.467213114754099,Outer London,1
Southwark,"Environmental, safety and routine maintenance - per capita",32.15469613259668,Inner London,1
Sutton,"Environmental, safety and routine maintenance - per capita",1.2595419847328244,Outer London,1
Tower Hamlets,"Environmental, safety and routine maintenance - per capita",0.23847889139542378,Inner London,1
Waltham Forest,"Environmental, safety and routine maintenance - per capita",11.573275862068966,Outer London,1
Wandsworth,"Environmental, safety and routine maintenance - per capita",6.809160305343512,Inner London,1
Westminster,"Environmental, safety and routine maintenance - per capita",16.2848751835536,Inner London,1
Barking and Dagenham,Winter service - per capita,0.0,Outer London,1
Barnet,Winter service - per capita,2.3760595941433342,Outer London,1
Bexley,Winter service - per capita,1.7363083164300204,Outer London,1
Brent,Winter service - per capita,1.3125367863449087,Outer London,1
Bromley,Winter service - per capita,1.0,Outer London,1
Camden,Winter service - per capita,0.0,Inner London,1
Croydon,Winter service - per capita,1.2384851586489254,Outer London,1
Ealing,Winter service - per capita,0.5638790520294198,Outer London,1
